-6.134409657295634588e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.586741159105500287e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.730412061823442826e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.140557231647194669e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.532640498138880503e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.367946583646350120e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.527606844751099402e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.985279891592969648e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.123502365406689307e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.791045803987152851e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.050661007114123890e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.916984756094947784e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.653373713939404865e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.466708604208349698e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.705899450682606755e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.696605985621502555e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.690038099454748277e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.727344754048054654e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.055371066398226958e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.139669733906787030e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.032040664948624453e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
